Table ID,Types
1-26593762-2,dense_vector; text; text; text; text; text
1-26609690-1,real; real; real; real; text; text; text; text; dense_vector
1-26631526-1,text; text; text; text; text; text; text
1-2668243-20,text; dense_vector; text; text; text; text
1-2668243-8,text; dense_vector; text; text; text; text
1-2668264-22,text; dense_vector; text; text; text; text
1-2668336-17,text; dense_vector; text; text; text; text
1-2668336-19,text; dense_vector; text; text; text; text
1-2668352-14,text; dense_vector; text; text; text; text
1-2668352-19,text; dense_vector; text; text; text; text
1-2668374-11,text; dense_vector; text; text; text; text
1-2668378-13,text; dense_vector; text; text; text; text
1-2668378-18,text; dense_vector; text; text; text; text
1-2668393-18,text; dense_vector; text; text; text; text
1-26702204-1,real; real; text; text; text; text; text; text
1-26744350-2,real; text; text; text; text; real
1-10015132-11,text; text; dense_vector; text; text; text
1-10015132-9,text; text; dense_vector; text; text; text
1-10026563-1,text; text; text; dense_vector; text
1-1008653-1,dense_vector; text; text; text; text
1-10088101-1,real; real; text; text; text; text; text
1-10295819-2,text; text; text; real; real; real; text; text; text
1-10342194-3,text; real; text; text; text
1-10429820-13,text; text; text; text; text; text; text; text; text
1-1046170-5,real; text; text; text; text; text
1-1061075-1,text; text; text; text; text; text; text
1-10706879-3,real; text; text; text; text; dense_vector; text
1-10706961-2,real; text; text; text; text; dense_vector; text
1-10707176-2,text; text; text; dense_vector; text; text; text; text; text
1-10712301-5,text; text; text; text; text
1-10733530-3,dense_vector; real; real; real; real; real
1-10798421-1,text; text; real; text; text
1-10935205-1,real; real; text; text; text; real
1-10953197-5,real; real; text; text; text; text; text
1-10975034-2,real; dense_vector; text; text; text
1-10992-3,text; dense_vector; text; text; text; text; text
1-11044765-1,text; text; dense_vector; text; real
1-11210576-4,text; text; text; text; text; text; real
1-1121352-2,real; text; text; text; text; text; text
1-11214772-2,real; text; text; text; dense_vector; text; text
1-1132600-3,real; text; text; text; text; text; text
1-11336756-6,text; text; text; text; text; text; text
1-1134091-4,text; text; text; text; text
1-11449311-2,text; text; text; text; text; text; text; text; text
1-11542215-3,real; text; text; text; text; text; text; text; text
1-11570261-1,real; text; text; text; text; text
1-11589522-3,real; real; text; text; text; text
1-1160161-12,text; text; text; text; text
1-1160304-2,text; text; real; real; real; real; text
1-11609814-1,text; text; text; text; text; text
1-11630008-8,real; real; text; text; text; text; real
1-11727969-1,text; real; real; real; real; real
1-11734041-2,text; text; text; text; text; dense_vector
1-11734041-9,text; text; text; text; text; dense_vector
1-11764007-2,text; text; text; text; text
1-11800185-1,text; dense_vector; text; text; text
1-11884814-3,dense_vector; text; text; text; text
1-11960407-5,real; text; dense_vector; text; text; text; text; text; text
1-11961582-6,real; text; dense_vector; text; text; text; text; text; text
1-11964047-5,real; text; text; text; text; text; text; text; text
1-11964047-7,real; text; text; text; text; text; text; text; text
1-11965481-13,real; text; dense_vector; text; text; text; text; text; text
1-12030612-3,real; real; text; text; text; text
1-12043148-2,real; text; text; text; text; text; text; text; text
1-12094609-1,text; text; text; text; text; text
1-12104319-1,real; text; text; text; text; text
1-12108-1,text; text; text; text; text; text; text
1-1211545-2,text; dense_vector; text; text; text; text
1-12141496-1,text; text; text; text; real; text; real; real; text
1-12142298-2,real; text; text; text; text; text; text; text; text; text
1-1218784-1,text; text; real; real; real; real; real; text; text; real
1-12310814-1,text; text; text; text; text
1-123462-2,real; real; real; real; text
1-1242447-1,real; text; text; text; text
1-12485020-1,text; text; text; real; real; real; real; real; real; real; real; real
1-12555835-1,real; real; real; real; real; real
1-12570759-2,real; real; text; text; text; text; text
1-1272844-2,text; text; text; text; text; text; text
1-12792876-4,text; text; text; text; text; text; text; text; text; text; text; text
1-1281200-1,text; text; real; real; text; text; text
1-12834315-1,text; text; text; text; text; text; text; text; text; text; text; text; text
1-12842068-1,dense_vector; text; text; text; text; text
1-12896884-1,text; dense_vector; text; text; real; text; real; text; text; real
1-13282157-3,text; text; dense_vector; text; real; real; real
1-13337302-16,real; real; text; real; real; real
1-1341395-36,text; dense_vector; text; real; text; text
1-1341453-12,text; dense_vector; text; real; text; text
1-1341453-15,text; dense_vector; text; real; text; text
1-1341453-20,text; dense_vector; text; real; text; text
1-1341453-45,text; dense_vector; text; real; text; text
1-1341522-50,text; dense_vector; text; real; text; text
1-1341568-39,text; dense_vector; text; real; text; text
1-13416000-3,dense_vector; real; text; text; real; text; text
1-1341604-10,text; dense_vector; text; text; text; text
1-1341604-11,text; dense_vector; text; real; text; text
1-1341640-11,text; dense_vector; text; real; text; text
1-1341672-14,text; dense_vector; text; real; text; text
1-1341930-38,text; dense_vector; text; real; text; text
1-1342218-17,text; dense_vector; text; text; text; text
1-1342233-24,text; dense_vector; text; real; text; text
1-1342233-5,text; dense_vector; text; real; text; text
1-1342249-5,text; dense_vector; text; real; text; text
1-1342338-3,text; dense_vector; text; real; text; text
1-1342338-5,text; dense_vector; text; real; text; text
1-1342359-39,text; dense_vector; text; real; text; text
1-1342359-5,text; dense_vector; text; real; text; text
1-1342370-23,text; dense_vector; text; real; text; text
1-1342370-39,text; dense_vector; text; real; text; text
1-1342451-13,text; dense_vector; text; real; text; text
1-13464416-7,real; text; dense_vector; text; text; text; text; text; text
1-13477468-3,real; real; text; text; text; text; text
1-13564702-4,text; text; text; text; text; text; text; text; text; text; text; text
1-1356555-2,text; real; text; text; text
1-1358608-2,text; text; text; text; text; text; text; text; text
1-13618584-2,text; dense_vector; text; real; text; text
1-13619053-4,real; text; dense_vector; text; text; text; text; text; text
1-13619135-6,real; text; dense_vector; text; text; text; text; text; text
1-13619135-7,real; text; dense_vector; text; text; text; text; text; text
1-13636-1,text; text; text; text; text; text
1-13677808-1,real; text; text; text; text; text; text; text; text; text
1-1370559-1,text; text; real; real; real; real; real; real; real; real; real
1-13758945-3,text; text; text; text; text; text; text; text; text; text; text; text
1-13770460-3,real; text; text; text; dense_vector; real; text; text; text; text; text; text
1-13804825-2,real; text; text; real; real
1-13805773-2,real; text; text; real; real
1-13950065-1,text; text; text; text; real; text; text
1-1397655-1,dense_vector; text; real; text; text; text
1-1399994-5,text; text; dense_vector; text; text; text; text
1-14038363-1,real; dense_vector; text; text; real; text
1-14181578-1,real; dense_vector; real; text; text; real
1-14209245-9,real; text; text; text; dense_vector; text
1-14286908-1,text; real; real; real; text
1-14323347-1,dense_vector; text; real; real; text; text; real
1-14342480-6,text; text; text; real; real; real; real
1-14342592-8,text; text; text; real; real; real; real
1-14345690-4,text; text; text; text; text
1-14346950-1,real; real; text; text; text; text; text
1-14433719-1,real; text; text; dense_vector; text; text; text; text
1-14465871-1,text; text; text; text; text
1-1447085-1,real; text; text; text; text; real; real
1-1449169-1,text; text; real; text; text; real
1-1449176-1,text; text; real; text; text; real
1-145439-1,real; dense_vector; text; text; text; text; text; text
1-14608759-1,real; text; text; text; text; text; real
1-14624447-33,text; real; text; text; text; text; text; real
1-1473672-8,real; text; text; dense_vector; text; text
1-14850099-18,text; text; text; text; text; text
1-14871601-2,real; dense_vector; real; real; real; real; real; real; real
1-14882588-3,real; text; text; dense_vector; text; text; text; text
1-14903081-1,text; dense_vector; text; text; real; text
1-14903841-1,text; text; text; text; text; text
1-14929574-3,real; real; text; text; text; text; text; text
1-14937957-1,text; dense_vector; text; text; text; text
1-14941284-1,real; text; text; text; text; text; real
1-14946657-3,text; text; text; text; text; text; text
1-1498589-1,text; text; text; text; text
1-1499774-5,text; text; text; text; text
1-1500146-1,text; text; text; text; text; text
1-15001681-1,real; text; text; text; text; text
1-15001753-1,real; text; text; text; text; text
1-150343-3,real; dense_vector; real; real; real; real; real; real; real; real; real
1-1506950-4,text; text; text; dense_vector; text; real; text; text
1-1507806-1,real; text; text; text; text; text
1-1507852-5,text; text; text; text; text; text
1-15185133-1,real; real; text; text; text; text; real; text
1-1529260-2,real; text; text; dense_vector; text; text; text; real; real
1-15301258-1,text; text; text; text; text; text; text
1-15313204-1,real; text; text; text; real; real; real; real
1-15418319-1,real; dense_vector; real; real; real; real; real; real; real; text
1-15472061-1,text; text; text; text; text; text; text; text
1-15530244-2,text; real; text; text; text; text; text; text
1-15581223-8,text; real; real; real; real; text; real; real; text; real; real; real
1-15621965-7,text; real; dense_vector; text; text; text
1-15621965-8,text; real; dense_vector; text; text; text
1-15652027-1,text; text; real; real; text
1-1566848-8,text; text; text; text; text; text
1-1566850-8,text; text; text; text; text; text
1-1566852-8,text; text; text; text; text; text
1-15700367-2,text; text; real; real; real; real; text
