Table ID,Headers
1-25173505-15,Character; English version; Cinderella; Cinderella II: Dreams Come True; Cinderella III: A Twist in Time
1-25213146-2,Round; Circuit; Date; Pole Position; Fastest Lap; Winning Driver; Winning Team
1-25256368-1,Party; January 2010; February 2010; March 2010; April 2010; May 2010; June 2010
1-25277262-2,No. in series; No. in season; Title; Directed by; Written by; Original air date
1-25277296-2,No. in series; No. in season; Title; Directed by; Written by; Original air date
1-25330991-3,Information; James E. Holmes; Reidsville; Rockingham County; Western Rockingham Middle School
1-2534387-10,Date; Time (ET); Event #; Event; Winner; Prize; Entries; Prize Pool; Elapsed Time
1-2534387-11,Date; Time (ET); Event #; Event; Winner; Prize; Entries; Prize Pool; Elapsed Time
1-25345002-1,#; Chief Justice; Date of birth; Appointed by; Date of appointment; Age at appointment; Date of retirement; Age at retirement; Date of death; Lifespan
1-25363904-2,Season #; Title Italian; Title English; Directed by; Original air date
1-25391981-20,Episode Number; Episode; Original Airdate; Rating; Share; Rating/Share (18–49); Viewers (millions); Weekly Rank
1-25401-2,Form (to sing); Latin; Nuorese Sardinian; Spanish; Brazilian Portuguese; Central Catalan; Romanian; French
1-25505246-7,Edition; Zone; Round; Against; Surface; Opponent; Outcome; Result
1-25517718-3,Player; Position; Starter; Touchdowns; Extra points; Field goals; Points
1-25518547-4,Pick #; MLS Team; Player; Position; Affiliation
1-25538763-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
1-25539502-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
1-25561038-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
1-25563779-4,Season; Champion; Second; Third; Team Champion; National Trophy/Rookie
1-25572068-1,Circuit; Location; Date; Series; Winning driver; Winning team
1-25594271-2,Position; Sail number; Yacht; State/country; Yacht type; LOA (Metres); Skipper; Corrected time d:hh:mm:ss
1-25604014-8,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code
1-2560677-1,Episode #; Fan Title; Writer; Artist(s); Start Date; End Date; Inc. Dailies?; Inc. Sundays?
1-2562572-20,Settlement; Cyrillic Name Other Names; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-2562572-22,Settlement; Cyrillic Name Other Names; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-2562572-35,Settlement; Cyrillic Name Other Names; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-2562572-5,Urban settlement; Cyrillic Name; City / municipality; District; Population (1991); Population (2002); Population (2011)
1-2562572-52,Settlement; Cyrillic Name; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-256286-14,meas. num; passed; YES votes; NO votes; % YES; Const. Amd.?; type; description
1-256286-43,meas. num.; passed; YES votes; NO votes; % YES; Const. Amd.?; type; description
1-256286-63,meas. num.; passed; YES votes; NO votes; % YES; Const. Amd.?; type; description
1-25640730-7,Total; #; Title; Directed by; Written by; Canadian air date; UK air date; Canadian Viewers (millions)
1-25642873-2,Player; Touchdowns; Extra points; Field goals; Safeties; Points
1-25675509-1,Date (YYYY-MM-DD); Time (UTC); Latitude; Longitude; Depth; Magnitude
1-25689740-2,Skip (Club); W; L; PF; PA; Ends Won; Ends Lost; Blank Ends; Stolen Ends
1-25691838-6,Episode #; The Wørd; Guest; Introductory phrase; Original airdate; Production code
1-25696729-8,Season; Games started; 20 rebounds; 10 rebounds; 10 offensive rebounds; Double double; Rebounding high
1-2570269-2,Episode #; Original Air Date (UK); Episode Title; Director; Writer; Cast
1-25703-2,January–December 2012; Birth/2012; Birth/2011; Death/2012; Death/2011
1-25711913-14,Player; Touchdowns (5 points); Extra points 1 point; Field goals (4 points); Safeties (2 points); Total Points
1-25714995-2,Skip (Club); W; L; PF; PA; Ends Won; Ends Lost; Blank Ends; Stolen Ends
1-25718552-2,Skip (Club); W; L; PF; PA; Ends Won; Ends Lost; Blank Ends; Stolen Ends
1-2572788-1,County; Town/City; Milepost; Station; Connections
1-25735-1,Nations; Competition; Teams; Established; Latest Year; Winner; Runner-Up; Tier/Division
1-25737761-4,No.; #; Episode; Writer; Director; Original air date; Viewing figure
1-25740774-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
1-25773915-11,Player; G; Solo TK; Asst. TK; Total TK; Sack; YdL; INT; Yards; ForFum; FumRec; TD
1-25774493-11,Season; Led team in scoring; Led team in rebounding; 30 points; 20 rebounds; 10 rebounds; 20-20; Double double; 5 blocks
1-25794138-1,Team; Location; Stadium; Capacity; Manager; Captain
1-25800134-11,Series #; Season #; Title; Director; Writer(s); Airdate
1-25800134-12,Series #; Season #; Title; Director; Writer(s); Airdate
1-25800134-18,Series #; Season #; Title; Director; Writer(s); Airdate
1-25800134-9,Series #; Season #; Title; Director; Writer(s); Airdate
1-25802689-14,Stage; Winner; General Classification; Mountains Classification; Sprint Classification; Team Classification
1-25831483-1,Actor/Actress; Character; First Appearance; Last Appearance; Duration; Total
1-25869317-1,"Country; Population in 2011 (In thousands); GDP (nominal) in 2011 ( USD millions); GDP (nominal) per capita; GDP (PPP) in 2011 ( USD millions); GDP (PPP) per capita; Merchandise exports ($ billions), 2011; Merchandise imports ($ billions), 2011; Exports to Mercosur (% of each, 2010); Imports from Mercosur (% of each, 2010)"
1-25923164-1,No. in series; Title; Directed by; Written by; Original air date; U.S. viewers (million)
1-2597876-2,Year; Starts; Wins; Top 5; Top 10; Poles; Avg. Start; Avg. Finish; Winnings; Position; Team(s)
1-25987797-1,School; Nickname; Location; Colors; Tenure
1-26077092-7,Round #; Pick #; NFL Team; Player; Position; College
1-26129220-2,District; Senator; Party; Residence; First elected; Term Limited
1-26130295-3,Player; Number Of Selections; First Team; Second Team; Season MVP; Final Four MVP
1-26131768-4,District; Representative; Party; Residence; First Elected; Term Limited
1-26139378-1,Episode #; Series #; Title; Director; Writer; Original airdate; Viewers (in millions)
1-26168687-5,No. in series; No. in season; Title; Vessel Type; Vessel Operator; Narrated by; Original air date
1-2618102-1,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code
1-261913-1,Institution; Nickname; Location (all in Minnesota); Founded; Type; Enrollment; Joined
1-261927-2,Institution; Location; Founded; Type; Enrollment; Nickname; Joined; Left; Football Conference; Primary Conference
1-26199484-1,No.; #; Title; Directed by; Written by; U.S. viewers (million); Rank (week); Original air date; Production code
1-26202940-6,Outcome; No.; Date; Championship; Surface; Opponent in the final; Score in the final
1-26209210-2,Locale; Skip; W; L; PF; PA; Ends Won; Ends Lost; Blank Ends; Stolen Ends; Shot Pct.
1-26214389-3,Year; Qatari Male; Qatari Female; Total Qatari; Non Qatari Male; Non Qatari Female; Total Non Qatar; Total Male; Total Female; Grand Total
1-26223231-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
1-2623498-5,Episode #; Season Episode #; Title; Directed by; Written by; Original air date; Prod. code
1-262481-2,Institution; Location; Founded; Type; Enrollment; Nickname; Joined; Left; Current Conference
1-26250176-1,Week #; Theme; Song choice; Original artist; Order #; Result
1-26250218-1,Episode; Theme; Song choice; Original artist; Order #; Result
1-262514-1,Institution; Location; Founded; Type; Enrollment; Nickname; Joined
1-26263954-1,English; Japanese; Kana spelling; Revised Hepburn; Kunrei-shiki; Nihon-shiki
1-26275503-2,Week; Date; Kickoff; Opponent; Final score; Team record; Game site; Attendance
1-26293875-3,Series #; Season #; Episode Title; Original airdate; Prod. No.
1-26351260-1,Institution; Location; Founded; Affiliation; Enrollment; Team Nickname; Primary conference
1-26375386-17,Rank; Couple; Judges; Public; Total; Vote percentage; Result
1-26375386-18,Rank; Couple; Judges; Public; Total; Vote percentage; Result
1-2639433-4,Year; Timeslot; Network; Episodes; Viewers (in millions/overall); Viewers (in millions/target group 14-49); Market share (overall); Market share (target group 14-49)
1-26397277-3,Pick #; Brand (to); Employee (Real name); Role(s); Brand (from)
1-26399982-2,Entered [A ]; Weeks in top 10; Single; Artist; Peak; Peak reached [A ]; Weeks at peak
1-26400438-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
1-26416704-2,District; Incumbent; Party; Elected; Status; 2010 Candidates
1-26427332-17,Contestant; Place; Age; Country; Federal state; City; Height; Measurements (in cm)
1-26429658-1,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (millions)
1-26458137-2,Outcome; Date; Tournament; Surface; Partner; Opponents in the final; Score
1-26485957-1,Draw; Song; Artist; Judging panel points; Televote votes; Televote points; Total; Result
1-26538035-1,Title and source; Developer; Publisher; First released; Japan; Europe; North America; Exclusive; Move-only
1-2655016-9,Season #; Series #; Episode title; Original air date; Nick prod. #
1-26565917-2,No. in series; No. in season; Title; Directed by; Written by; Original air date; U.S. viewers (millions)
1-26593762-2,Team; Manager; Chairman; Team captain; Kit maker; Sponsor
1-26609690-1,Year; Starts; Wins; Top 10; Avg. Start; Avg. Finish; Winnings; Position; Team(s)
1-26631526-1,Song title; Artist; Decade; Genre; Release date ( Xbox360 ); Release date ( PlayStation3 ); Release date ( Wii )
1-2668243-20,District; Incumbent; Party; First elected; Result; Candidates
1-2668243-8,District; Incumbent; Party; First elected; Result; Candidates
1-2668264-22,District; Incumbent; Party; First elected; Result; Candidates
1-2668336-17,District; Incumbent; Party; First elected; Result; Candidates
1-2668336-19,District; Incumbent; Party; First elected; Result; Candidates
1-2668352-14,District; Incumbent; Party; First elected; Result; Candidates
1-2668352-19,District; Incumbent; Party; First elected; Result; Candidates
1-2668374-11,District; Incumbent; Party; First elected; Result; Candidates
1-2668378-13,District; Incumbent; Party; First elected; Result; Candidates
1-2668378-18,District; Incumbent; Party; First elected; Result; Candidates
1-2668393-18,District; Incumbent; Party; First elected; Result; Candidates
1-26702204-1,No. in series; No. in season; Title; Director; Writer(s); Original air date; Production code; U.S. viewers (million)
1-26744350-2,No. in series; Title; Directed by; Written by; Original U.S. air date; Prod. code
1-10015132-11,Player; No.; Nationality; Position; Years in Toronto; School/Club Team
1-10015132-9,Player; No.; Nationality; Position; Years in Toronto; School/Club Team
1-10026563-1,Entered office as Head of State or Government; Began time as senior G8 leader; Ended time as senior G8 leader; Person; Office
1-1008653-1,Country ( exonym ); Capital ( exonym ); Country ( endonym ); Capital ( endonym ); Official or native language(s) (alphabet/script)
1-10088101-1,No. in set; No. in series; Title; Directed by; Written by; Original air date; Production code
1-10295819-2,Player; Highest singles ranking; Highest doubles ranking; First year played; Years played; Ties played; Total W–L; Singles W–L; Doubles W–L
1-10342194-3,"District; Total amount of trees; Prevailing types, %; Amount of old trees; Amount of trees, that require replacement"
1-10429820-13,Iowa State vs.; Overall Record; in Ames; at Opponents Venue; at Neutral Site; Last 5 Meetings; Last 10 Meetings; Current Streak; Since Beginning of Big 12
1-1046170-5,Year; Division; League; Regular Season; Playoffs; U.S. Open Cup
1-1061075-1,Season; Competition; Round; Opponents; 1st leg; 2nd leg; Aggregate
1-10706879-3,Rd; Name; Pole Position; Fastest Lap; Winning driver; Winning team; Report
1-10706961-2,Rd; Name; Pole Position; Fastest Lap; Winning driver; Winning team; Report
1-10707176-2,Rnd; Race Name; Circuit; City/Location; Date; Pole position; Winning driver; Winning team; Report
1-10712301-5,Region; Operator; Licence award date; On air date; Closure date
1-10733530-3,Nation; Population (thousands); Internet subscriptions (2000) (thousands of users); Internet subscriptions (2008) (thousands of users); % growth (2000–2008); % Internet users
1-10798421-1,Village (German); Village (Slovenian); Number of people 1991; Percent of Slovenes 1991; Percent of Slovenes 1951
1-10935205-1,No. in season; No. in series; Title; Canadian airdate; US airdate; Production code
1-10953197-5,No. in series; No. in season; Title; Director; Writer(s); Original air date; Production code
1-10975034-2,Pick #; CFL Team; Player; Position; College
1-10992-3,No; City district (Stadtteil); Area in km²; Population; Foreign nationals; Foreign nationals in %; Area district (Ortsbezirk)
1-11044765-1,School; Mascot; Location; League; Enrollment
1-11210576-4,Character; Fate; Actor; First Episode; Final Episode; Duration; Final Episode Count
1-1121352-2,No.; Date; Tournament; Winning score; To par; Margin of victory; Runner(s)-up
1-11214772-2,Year; Champion; Score; Runner-Up; Location; Semi-Finalist #1; Semi-Finalist #2
1-1132600-3,Round; Grand Prix; Pole Position; Fastest Lap; Winning Driver; Winning Constructor; Report
1-11336756-6,Route Name; Direction; Termini; Junctions; Length; Population Area; Remarks
1-1134091-4,District; Vacator; Reason for change; Successor; Date successor seated
1-11449311-2,Week; Date; Opponent; Result; Kickoff [a ]; Game site; TV; Attendance; Record
1-11542215-3,Rank; Gymnast; Floor Exercise; Pommel Horse; Rings; Vault; Parallel Bars; Horizontal Bar; Total
1-11570261-1,Year; Championship; 54 holes; Winning score; Margin; Runner(s)-up
1-11589522-3,No. in series; No. in season; Title; Directed by; Written by; Original air date
1-1160161-12,Target; Target Code (Allied); Luftwaffe unit (wing); Allied forces; Effect on Allied Squadrons (according to official figures)
